Ward,Precinct,Registered,Votes,RAHM EMANUEL ,%,WILLIE WILSON ,%,ROBERT W. FIORETTI ,%,JESUS ''CHUY'' GARCIA ,%,"WILLIAM WALLS, III ",%
8,25,752,230,114,0.4957,50,0.2174,1,0.0043,52,0.2261,13,0.0565
8,26,803,232,109,0.4698,51,0.2198,7,0.0302,49,0.2112,16,0.069
8,27,661,298,122,0.4094,59,0.198,15,0.0503,85,0.2852,17,0.057
8,28,747,276,120,0.4348,67,0.2428,7,0.0254,63,0.2283,19,0.0688
8,29,862,286,108,0.3776,64,0.2238,9,0.0315,89,0.3112,16,0.0559
8,30,766,287,119,0.4146,69,0.2404,12,0.0418,71,0.2474,16,0.0557
8,31,612,211,90,0.4265,44,0.2085,19,0.09,46,0.218,12,0.0569
8,32,560,221,105,0.4751,44,0.1991,2,0.009,53,0.2398,17,0.0769
8,33,689,257,129,0.5019,64,0.249,9,0.035,47,0.1829,8,0.0311
8,34,668,259,104,0.4015,74,0.2857,10,0.0386,58,0.2239,13,0.0502
8,35,716,315,136,0.4317,72,0.2286,15,0.0476,74,0.2349,18,0.0571
8,36,710,281,118,0.4199,62,0.2206,16,0.0569,63,0.2242,22,0.0783
8,37,525,245,108,0.4408,32,0.1306,19,0.0776,68,0.2776,18,0.0735
8,38,545,178,80,0.4494,42,0.236,7,0.0393,32,0.1798,17,0.0955
8,39,690,267,107,0.4007,62,0.2322,6,0.0225,80,0.2996,12,0.0449
8,40,509,196,92,0.4694,35,0.1786,4,0.0204,50,0.2551,15,0.0765
8,41,731,258,108,0.4186,64,0.2481,13,0.0504,55,0.2132,18,0.0698
8,42,836,317,131,0.4132,71,0.224,5,0.0158,84,0.265,26,0.082
8,43,459,132,48,0.3636,37,0.2803,2,0.0152,36,0.2727,9,0.0682
8,44,525,178,71,0.3989,33,0.1854,6,0.0337,50,0.2809,18,0.1011
8,45,784,184,84,0.4565,48,0.2609,5,0.0272,37,0.2011,10,0.0543
8,46,591,196,66,0.3367,52,0.2653,11,0.0561,56,0.2857,11,0.0561
8,47,606,225,106,0.4711,63,0.28,2,0.0089,47,0.2089,7,0.0311
8,48,788,216,93,0.4306,46,0.213,8,0.037,48,0.2222,21,0.0972
8,49,668,264,111,0.4205,49,0.1856,11,0.0417,79,0.2992,14,0.053
8,50,696,299,132,0.4415,64,0.214,8,0.0268,83,0.2776,12,0.0401
8,51,665,287,123,0.4286,74,0.2578,12,0.0418,69,0.2404,9,0.0314
8,52,829,360,145,0.4028,87,0.2417,15,0.0417,75,0.2083,38,0.1056
8,53,395,156,64,0.4103,42,0.2692,5,0.0321,31,0.1987,14,0.0897
8,54,712,168,86,0.5119,36,0.2143,5,0.0298,34,0.2024,7,0.0417
8,55,428,161,90,0.559,32,0.1988,5,0.0311,26,0.1615,8,0.0497
8,56,691,281,132,0.4698,38,0.1352,15,0.0534,70,0.2491,26,0.0925
9,1,763,245,124,0.5061,59,0.2408,4,0.0163,37,0.151,21,0.0857
9,2,672,216,95,0.4398,59,0.2731,5,0.0231,45,0.2083,12,0.0556
9,3,825,144,52,0.3611,51,0.3542,3,0.0208,25,0.1736,13,0.0903
9,4,606,187,95,0.508,37,0.1979,9,0.0481,36,0.1925,10,0.0535
9,5,707,241,111,0.4606,58,0.2407,7,0.029,48,0.1992,17,0.0705
9,6,697,252,96,0.381,71,0.2817,6,0.0238,52,0.2063,27,0.1071
9,7,648,169,78,0.4615,42,0.2485,6,0.0355,33,0.1953,10,0.0592
9,8,864,206,88,0.4272,58,0.2816,9,0.0437,38,0.1845,13,0.0631
9,9,760,295,140,0.4746,71,0.2407,9,0.0305,58,0.1966,17,0.0576
9,10,688,202,86,0.4257,62,0.3069,2,0.0099,36,0.1782,16,0.0792
9,11,637,181,72,0.3978,47,0.2597,9,0.0497,45,0.2486,8,0.0442
9,12,743,280,112,0.4,66,0.2357,12,0.0429,64,0.2286,26,0.0929
9,13,707,310,138,0.4452,77,0.2484,14,0.0452,67,0.2161,14,0.0452
9,14,767,345,159,0.4609,77,0.2232,17,0.0493,79,0.229,13,0.0377
9,15,1029,153,57,0.3725,57,0.3725,6,0.0392,23,0.1503,10,0.0654
9,16,675,231,104,0.4502,55,0.2381,10,0.0433,48,0.2078,14,0.0606
9,17,716,185,75,0.4054,55,0.2973,2,0.0108,32,0.173,21,0.1135
9,18,640,158,61,0.3861,46,0.2911,8,0.0506,35,0.2215,8,0.0506
9,19,673,219,86,0.3927,58,0.2648,10,0.0457,54,0.2466,11,0.0502
9,20,719,284,131,0.4613,62,0.2183,7,0.0246,67,0.2359,17,0.0599
9,21,703,224,110,0.4911,56,0.25,7,0.0313,34,0.1518,17,0.0759
9,22,673,278,133,0.4784,49,0.1763,19,0.0683,60,0.2158,17,0.0612
9,23,693,284,117,0.412,64,0.2254,13,0.0458,71,0.25,19,0.0669
9,24,697,271,127,0.4686,57,0.2103,9,0.0332,68,0.2509,10,0.0369
9,25,682,253,88,0.3478,62,0.2451,12,0.0474,79,0.3123,12,0.0474
9,26,935,153,64,0.4183,30,0.1961,7,0.0458,37,0.2418,15,0.098
9,27,705,220,102,0.4636,59,0.2682,10,0.0455,31,0.1409,18,0.0818
9,28,650,124,60,0.4839,27,0.2177,2,0.0161,34,0.2742,1,0.0081
9,29,724,228,100,0.4386,55,0.2412,3,0.0132,48,0.2105,22,0.0965
9,30,638,201,69,0.3433,66,0.3284,10,0.0498,47,0.2338,9,0.0448
9,31,729,201,86,0.4279,63,0.3134,12,0.0597,30,0.1493,10,0.0498
9,32,706,237,96,0.4051,62,0.2616,9,0.038,57,0.2405,13,0.0549
9,33,700,178,91,0.5112,40,0.2247,4,0.0225,26,0.1461,17,0.0955
9,34,740,191,75,0.3927,70,0.3665,7,0.0366,30,0.1571,9,0.0471
9,35,668,267,133,0.4981,58,0.2172,16,0.0599,44,0.1648,16,0.0599
9,36,704,208,102,0.4904,44,0.2115,7,0.0337,44,0.2115,11,0.0529
9,37,773,326,145,0.4448,24,0.0736,57,0.1748,90,0.2761,10,0.0307
9,38,694,234,103,0.4402,52,0.2222,8,0.0342,53,0.2265,18,0.0769
9,39,725,257,109,0.4241,59,0.2296,12,0.0467,58,0.2257,19,0.0739
9,40,770,290,140,0.4828,62,0.2138,13,0.0448,58,0.2,17,0.0586
9,41,632,216,104,0.4815,47,0.2176,12,0.0556,42,0.1944,11,0.0509
9,42,701,304,118,0.3882,51,0.1678,8,0.0263,108,0.3553,19,0.0625
9,43,790,202,86,0.4257,51,0.2525,12,0.0594,39,0.1931,14,0.0693
9,44,584,237,79,0.3333,74,0.3122,6,0.0253,60,0.2532,18,0.0759
9,45,666,184,87,0.4728,49,0.2663,6,0.0326,33,0.1793,9,0.0489
9,46,776,250,114,0.456,57,0.228,10,0.04,52,0.208,17,0.068
9,47,691,318,142,0.4465,69,0.217,16,0.0503,76,0.239,15,0.0472
9,48,708,277,110,0.3971,68,0.2455,12,0.0433,65,0.2347,22,0.0794
9,49,671,234,96,0.4103,54,0.2308,12,0.0513,52,0.2222,20,0.0855
9,50,756,361,134,0.3712,61,0.169,22,0.0609,113,0.313,31,0.0859
9,51,634,267,106,0.397,65,0.2434,9,0.0337,64,0.2397,23,0.0861
10,1,688,240,108,0.45,42,0.175,3,0.0125,80,0.3333,7,0.0292
10,2,660,320,139,0.4344,9,0.0281,57,0.1781,113,0.3531,2,0.0063
10,3,709,304,144,0.4737,9,0.0296,38,0.125,110,0.3618,3,0.0099
10,4,827,191,70,0.3665,17,0.089,9,0.0471,90,0.4712,5,0.0262
10,5,673,253,118,0.4664,10,0.0395,34,0.1344,89,0.3518,2,0.0079
10,6,608,239,96,0.4017,4,0.0167,29,0.1213,109,0.4561,1,0.0042
10,7,630,197,76,0.3858,7,0.0355,8,0.0406,103,0.5228,3,0.0152
10,8,620,129,52,0.4031,25,0.1938,1,0.0078,47,0.3643,4,0.031
10,9,691,336,140,0.4167,10,0.0298,54,0.1607,131,0.3899,1,0.003
10,10,685,337,117,0.3472,3,0.0089,34,0.1009,182,0.5401,1,0.003
10,11,923,340,102,0.3,4,0.0118,24,0.0706,208,0.6118,2,0.0059
10,12,498,195,81,0.4154,3,0.0154,20,0.1026,90,0.4615,1,0.0051
10,13,884,296,114,0.3851,14,0.0473,11,0.0372,153,0.5169,4,0.0135
10,14,897,423,139,0.3286,4,0.0095,26,0.0615,254,0.6005,0,0
10,15,1263,477,184,0.3857,126,0.2642,24,0.0503,112,0.2348,31,0.065
10,16,608,205,91,0.4439,3,0.0146,29,0.1415,80,0.3902,2,0.0098
10,17,871,429,195,0.4545,12,0.028,61,0.1422,158,0.3683,3,0.007
10,18,640,143,48,0.3357,16,0.1119,1,0.007,76,0.5315,2,0.014
10,19,728,338,117,0.3462,8,0.0237,41,0.1213,165,0.4882,7,0.0207
10,20,739,338,165,0.4882,11,0.0325,23,0.068,134,0.3964,5,0.0148
10,21,814,317,103,0.3249,8,0.0252,24,0.0757,179,0.5647,3,0.0095
10,22,549,154,43,0.2792,3,0.0195,6,0.039,102,0.6623,0,0
10,23,692,276,91,0.3297,4,0.0145,16,0.058,165,0.5978,0,0
10,24,649,349,153,0.4384,13,0.0372,54,0.1547,125,0.3582,4,0.0115
10,25,270,79,24,0.3038,8,0.1013,4,0.0506,40,0.5063,3,0.038
10,26,758,176,60,0.3409,10,0.0568,8,0.0455,98,0.5568,0,0
10,27,1032,232,66,0.2845,42,0.181,7,0.0302,112,0.4828,5,0.0216
10,28,839,359,113,0.3148,7,0.0195,26,0.0724,213,0.5933,0,0
10,29,736,245,87,0.3551,9,0.0367,19,0.0776,127,0.5184,3,0.0122
10,30,742,246,76,0.3089,4,0.0163,11,0.0447,153,0.622,2,0.0081
10,31,711,214,64,0.2991,4,0.0187,11,0.0514,133,0.6215,2,0.0093
10,32,735,282,115,0.4078,3,0.0106,20,0.0709,143,0.5071,1,0.0035
10,33,583,206,62,0.301,5,0.0243,21,0.1019,115,0.5583,3,0.0146
10,34,675,158,67,0.4241,8,0.0506,4,0.0253,77,0.4873,2,0.0127
10,35,747,400,135,0.3375,4,0.01,56,0.14,204,0.51,1,0.0025
10,36,198,78,31,0.3974,13,0.1667,2,0.0256,31,0.3974,1,0.0128
11,1,772,320,158,0.4938,7,0.0219,49,0.1531,101,0.3156,5,0.0156
11,2,894,32,13,0.4063,8,0.25,3,0.0938,4,0.125,4,0.125
11,3,631,197,47,0.2386,4,0.0203,10,0.0508,135,0.6853,1,0.0051
11,4,741,282,109,0.3865,7,0.0248,40,0.1418,124,0.4397,2,0.0071
11,5,1006,274,92,0.3358,16,0.0584,35,0.1277,129,0.4708,2,0.0073
11,6,835,249,125,0.502,4,0.0161,30,0.1205,89,0.3574,1,0.004
11,7,704,183,76,0.4153,19,0.1038,19,0.1038,66,0.3607,3,0.0164
11,8,787,249,107,0.4297,8,0.0321,35,0.1406,95,0.3815,4,0.0161
11,9,820,251,101,0.4024,4,0.0159,50,0.1992,94,0.3745,2,0.008
11,10,833,276,135,0.4891,4,0.0145,48,0.1739,88,0.3188,1,0.0036
11,11,832,298,129,0.4329,9,0.0302,48,0.1611,107,0.3591,5,0.0168
11,12,962,567,262,0.4621,6,0.0106,114,0.2011,181,0.3192,4,0.0071
11,13,943,478,239,0.5,9,0.0188,81,0.1695,147,0.3075,2,0.0042
11,14,505,176,92,0.5227,9,0.0511,33,0.1875,39,0.2216,3,0.017
11,15,352,126,80,0.6349,4,0.0317,14,0.1111,26,0.2063,2,0.0159
11,16,694,221,103,0.4661,7,0.0317,39,0.1765,69,0.3122,3,0.0136
11,17,748,288,119,0.4132,6,0.0208,47,0.1632,110,0.3819,6,0.0208
11,18,713,265,157,0.5925,2,0.0075,40,0.1509,64,0.2415,2,0.0075
11,19,941,337,147,0.4362,12,0.0356,39,0.1157,139,0.4125,0,0
11,20,572,232,129,0.556,2,0.0086,39,0.1681,62,0.2672,0,0
11,21,813,467,244,0.5225,15,0.0321,64,0.137,142,0.3041,2,0.0043
11,22,961,387,185,0.478,7,0.0181,67,0.1731,121,0.3127,7,0.0181
11,23,422,200,127,0.635,3,0.015,25,0.125,45,0.225,0,0
11,24,740,458,261,0.5699,7,0.0153,87,0.19,102,0.2227,1,0.0022
11,25,646,294,142,0.483,2,0.0068,35,0.119,112,0.381,3,0.0102
11,26,838,403,208,0.5161,14,0.0347,51,0.1266,129,0.3201,1,0.0025
11,27,455,101,44,0.4356,3,0.0297,12,0.1188,40,0.396,2,0.0198
11,28,455,177,100,0.565,4,0.0226,22,0.1243,49,0.2768,2,0.0113
11,29,774,388,194,0.5,13,0.0335,61,0.1572,117,0.3015,3,0.0077
11,30,594,142,91,0.6408,1,0.007,13,0.0915,37,0.2606,0,0
11,31,704,331,175,0.5287,6,0.0181,49,0.148,99,0.2991,2,0.006
11,32,349,189,105,0.5556,1,0.0053,52,0.2751,31,0.164,0,0
11,33,737,210,114,0.5429,8,0.0381,22,0.1048,66,0.3143,0,0
11,34,302,124,71,0.5726,6,0.0484,16,0.129,30,0.2419,1,0.0081
11,35,246,130,79,0.6077,8,0.0615,18,0.1385,23,0.1769,2,0.0154
11,36,449,136,59,0.4338,4,0.0294,24,0.1765,46,0.3382,3,0.0221
11,37,331,98,65,0.6633,2,0.0204,7,0.0714,20,0.2041,4,0.0408
11,38,369,93,27,0.2903,2,0.0215,2,0.0215,62,0.6667,0,0
12,1,662,283,84,0.2968,3,0.0106,19,0.0671,175,0.6184,2,0.0071
12,2,681,184,56,0.3043,2,0.0109,8,0.0435,116,0.6304,2,0.0109
12,3,765,302,67,0.2219,5,0.0166,20,0.0662,207,0.6854,3,0.0099
12,4,676,242,73,0.3017,2,0.0083,10,0.0413,156,0.6446,1,0.0041
12,5,740,228,79,0.3465,9,0.0395,23,0.1009,114,0.5,3,0.0132
12,6,815,226,61,0.2699,9,0.0398,11,0.0487,142,0.6283,3,0.0133
12,7,789,193,34,0.1762,3,0.0155,2,0.0104,154,0.7979,0,0
12,8,819,250,89,0.356,9,0.036,12,0.048,137,0.548,3,0.012
12,9,651,198,58,0.2929,4,0.0202,13,0.0657,122,0.6162,1,0.0051
12,10,815,199,39,0.196,3,0.0151,4,0.0201,148,0.7437,5,0.0251
12,11,811,217,51,0.235,2,0.0092,9,0.0415,154,0.7097,1,0.0046
12,12,806,191,58,0.3037,3,0.0157,11,0.0576,118,0.6178,1,0.0052
12,13,823,219,49,0.2237,2,0.0091,13,0.0594,152,0.6941,3,0.0137
12,14,786,177,29,0.1638,4,0.0226,1,0.0056,142,0.8023,1,0.0056
12,15,846,213,56,0.2629,15,0.0704,6,0.0282,132,0.6197,4,0.0188
12,16,809,176,33,0.1875,1,0.0057,0,0,140,0.7955,2,0.0114
12,17,847,231,52,0.2251,4,0.0173,10,0.0433,164,0.71,1,0.0043
12,18,845,184,41,0.2228,1,0.0054,10,0.0543,132,0.7174,0,0
12,19,733,217,59,0.2719,2,0.0092,9,0.0415,146,0.6728,1,0.0046
12,20,849,232,57,0.2457,4,0.0172,9,0.0388,161,0.694,1,0.0043
12,21,785,232,58,0.25,3,0.0129,16,0.069,153,0.6595,2,0.0086
12,22,862,165,32,0.1939,3,0.0182,4,0.0242,126,0.7636,0,0
12,23,715,238,69,0.2899,3,0.0126,21,0.0882,144,0.605,1,0.0042
13,1,445,235,137,0.583,2,0.0085,24,0.1021,71,0.3021,1,0.0043
13,2,436,260,150,0.5769,5,0.0192,31,0.1192,72,0.2769,2,0.0077
13,3,429,133,54,0.406,2,0.015,6,0.0451,70,0.5263,1,0.0075
13,4,580,292,152,0.5205,7,0.024,43,0.1473,88,0.3014,2,0.0068
13,5,616,272,134,0.4926,1,0.0037,14,0.0515,120,0.4412,3,0.011
13,6,467,275,154,0.56,3,0.0109,39,0.1418,79,0.2873,0,0
13,7,472,188,113,0.6011,1,0.0053,6,0.0319,68,0.3617,0,0
13,8,396,202,99,0.4901,1,0.005,28,0.1386,74,0.3663,0,0
13,9,562,196,101,0.5153,2,0.0102,13,0.0663,79,0.4031,1,0.0051
13,10,477,260,131,0.5038,4,0.0154,36,0.1385,88,0.3385,1,0.0038
13,11,558,297,161,0.5421,5,0.0168,28,0.0943,103,0.3468,0,0
13,12,519,189,81,0.4286,7,0.037,8,0.0423,92,0.4868,1,0.0053
13,13,511,230,109,0.4739,2,0.0087,17,0.0739,102,0.4435,0,0
13,14,512,208,96,0.4615,3,0.0144,18,0.0865,87,0.4183,4,0.0192
13,15,741,343,163,0.4752,1,0.0029,23,0.0671,153,0.4461,3,0.0087
13,16,399,157,80,0.5096,1,0.0064,8,0.051,66,0.4204,2,0.0127
13,17,473,225,107,0.4756,7,0.0311,32,0.1422,79,0.3511,0,0
13,18,444,204,104,0.5098,5,0.0245,23,0.1127,71,0.348,1,0.0049
13,19,618,226,103,0.4558,9,0.0398,3,0.0133,111,0.4912,0,0
13,20,366,165,82,0.497,4,0.0242,29,0.1758,49,0.297,1,0.0061
13,21,576,318,168,0.5283,7,0.022,65,0.2044,74,0.2327,4,0.0126
13,22,565,264,146,0.553,5,0.0189,41,0.1553,70,0.2652,2,0.0076
13,23,436,165,79,0.4788,3,0.0182,12,0.0727,69,0.4182,2,0.0121
13,24,464,210,112,0.5333,11,0.0524,15,0.0714,69,0.3286,3,0.0143
13,25,558,239,130,0.5439,0,0,21,0.0879,86,0.3598,2,0.0084
13,26,523,263,170,0.6464,5,0.019,18,0.0684,69,0.2624,1,0.0038
13,27,475,214,116,0.5421,7,0.0327,22,0.1028,66,0.3084,3,0.014
13,28,440,181,71,0.3923,3,0.0166,16,0.0884,89,0.4917,2,0.011
13,29,412,184,78,0.4239,2,0.0109,12,0.0652,92,0.5,0,0
13,30,377,156,79,0.5064,0,0,8,0.0513,69,0.4423,0,0
13,31,587,271,130,0.4797,5,0.0185,46,0.1697,88,0.3247,2,0.0074
13,32,484,249,140,0.5622,4,0.0161,30,0.1205,75,0.3012,0,0
13,33,461,235,117,0.4979,7,0.0298,30,0.1277,80,0.3404,1,0.0043
13,34,520,276,142,0.5145,4,0.0145,18,0.0652,112,0.4058,0,0
13,35,433,211,93,0.4408,1,0.0047,14,0.0664,102,0.4834,1,0.0047
13,36,317,131,66,0.5038,1,0.0076,3,0.0229,61,0.4656,0,0
13,37,571,282,155,0.5496,18,0.0638,10,0.0355,93,0.3298,6,0.0213
13,38,435,242,112,0.4628,6,0.0248,33,0.1364,91,0.376,0,0
13,39,511,229,90,0.393,3,0.0131,10,0.0437,126,0.5502,0,0
13,40,429,190,104,0.5474,8,0.0421,9,0.0474,69,0.3632,0,0
13,41,551,231,123,0.5325,1,0.0043,12,0.0519,92,0.3983,3,0.013
13,42,517,284,137,0.4824,7,0.0246,56,0.1972,84,0.2958,0,0
13,43,493,275,155,0.5636,2,0.0073,14,0.0509,102,0.3709,2,0.0073
13,44,573,363,279,0.7686,9,0.0248,11,0.0303,64,0.1763,0,0
13,45,553,279,181,0.6487,9,0.0323,22,0.0789,63,0.2258,4,0.0143
13,46,632,244,105,0.4303,2,0.0082,10,0.041,126,0.5164,1,0.0041
13,47,583,224,107,0.4777,3,0.0134,11,0.0491,100,0.4464,3,0.0134
13,48,435,220,126,0.5727,5,0.0227,23,0.1045,64,0.2909,2,0.0091
14,1,666,348,151,0.4339,5,0.0144,67,0.1925,122,0.3506,3,0.0086
14,2,840,314,131,0.4172,3,0.0096,12,0.0382,166,0.5287,2,0.0064
14,3,646,199,65,0.3266,0,0,6,0.0302,127,0.6382,1,0.005
14,4,584,241,115,0.4772,4,0.0166,34,0.1411,85,0.3527,3,0.0124
14,5,913,276,85,0.308,5,0.0181,3,0.0109,182,0.6594,1,0.0036
14,6,303,111,37,0.3333,1,0.009,5,0.045,67,0.6036,1,0.009
14,7,763,219,64,0.2922,4,0.0183,14,0.0639,137,0.6256,0,0
14,8,750,209,69,0.3301,6,0.0287,11,0.0526,122,0.5837,1,0.0048
14,9,699,295,132,0.4475,7,0.0237,40,0.1356,112,0.3797,4,0.0136
14,10,488,154,51,0.3312,1,0.0065,9,0.0584,90,0.5844,3,0.0195
14,11,377,133,65,0.4887,1,0.0075,2,0.015,64,0.4812,1,0.0075
14,12,642,216,100,0.463,6,0.0278,19,0.088,90,0.4167,1,0.0046
14,13,484,188,88,0.4681,0,0,12,0.0638,87,0.4628,1,0.0053
14,14,598,188,74,0.3936,3,0.016,11,0.0585,99,0.5266,1,0.0053
14,15,667,196,76,0.3878,2,0.0102,8,0.0408,110,0.5612,0,0
14,16,531,174,70,0.4023,5,0.0287,3,0.0172,96,0.5517,0,0
14,17,538,222,99,0.4459,0,0,4,0.018,119,0.536,0,0
14,18,268,86,33,0.3837,2,0.0233,7,0.0814,43,0.5,1,0.0116
14,19,611,183,69,0.377,5,0.0273,6,0.0328,102,0.5574,1,0.0055
14,20,498,137,40,0.292,3,0.0219,12,0.0876,82,0.5985,0,0
14,21,608,210,49,0.2333,5,0.0238,6,0.0286,149,0.7095,1,0.0048
14,22,820,229,82,0.3581,6,0.0262,36,0.1572,100,0.4367,5,0.0218
14,23,519,213,97,0.4554,6,0.0282,24,0.1127,84,0.3944,2,0.0094
14,24,680,336,137,0.4077,11,0.0327,52,0.1548,136,0.4048,0,0
14,25,432,136,31,0.2279,1,0.0074,5,0.0368,99,0.7279,0,0
14,26,490,122,25,0.2049,2,0.0164,7,0.0574,88,0.7213,0,0
14,27,615,193,85,0.4404,4,0.0207,8,0.0415,93,0.4819,3,0.0155
14,28,512,141,47,0.3333,3,0.0213,10,0.0709,80,0.5674,1,0.0071
14,29,549,174,71,0.408,2,0.0115,9,0.0517,92,0.5287,0,0
14,30,373,79,30,0.3797,2,0.0253,3,0.038,44,0.557,0,0
14,31,358,114,25,0.2193,2,0.0175,3,0.0263,84,0.7368,0,0
15,1,768,229,48,0.2096,1,0.0044,3,0.0131,177,0.7729,0,0
15,2,658,140,49,0.35,51,0.3643,6,0.0429,24,0.1714,10,0.0714
15,3,663,161,62,0.3851,55,0.3416,7,0.0435,31,0.1925,6,0.0373
15,4,788,220,56,0.2545,1,0.0045,9,0.0409,153,0.6955,1,0.0045
15,5,816,187,39,0.2086,7,0.0374,1,0.0053,140,0.7487,0,0
15,6,849,223,61,0.2735,3,0.0135,11,0.0493,146,0.6547,2,0.009
15,7,743,188,72,0.383,64,0.3404,8,0.0426,32,0.1702,12,0.0638
15,8,729,218,63,0.289,1,0.0046,4,0.0183,149,0.6835,1,0.0046
15,9,901,272,57,0.2096,3,0.011,9,0.0331,199,0.7316,4,0.0147
15,10,875,244,55,0.2254,8,0.0328,24,0.0984,157,0.6434,0,0
15,11,845,232,54,0.2328,4,0.0172,12,0.0517,162,0.6983,0,0
15,12,787,258,76,0.2946,1,0.0039,10,0.0388,170,0.6589,1,0.0039
15,13,811,181,41,0.2265,3,0.0166,1,0.0055,136,0.7514,0,0
15,14,776,147,38,0.2585,1,0.0068,3,0.0204,105,0.7143,0,0
15,15,742,161,41,0.2547,5,0.0311,7,0.0435,108,0.6708,0,0
15,16,766,215,66,0.307,12,0.0558,2,0.0093,134,0.6233,1,0.0047
15,17,646,194,71,0.366,52,0.268,4,0.0206,58,0.299,9,0.0464
15,18,720,163,71,0.4356,49,0.3006,7,0.0429,28,0.1718,8,0.0491
15,19,708,217,64,0.2949,23,0.106,5,0.023,116,0.5346,9,0.0415
15,20,755,166,63,0.3795,57,0.3434,3,0.0181,35,0.2108,8,0.0482
15,21,613,160,74,0.4625,40,0.25,2,0.0125,34,0.2125,10,0.0625
15,22,769,177,54,0.3051,73,0.4124,9,0.0508,27,0.1525,14,0.0791
15,23,774,177,88,0.4972,34,0.1921,4,0.0226,40,0.226,11,0.0621
15,24,731,143,40,0.2797,51,0.3566,5,0.035,33,0.2308,14,0.0979
16,1,776,184,40,0.2174,2,0.0109,5,0.0272,136,0.7391,1,0.0054
16,2,746,199,85,0.4271,50,0.2513,16,0.0804,45,0.2261,3,0.0151
16,3,712,168,75,0.4464,55,0.3274,4,0.0238,28,0.1667,6,0.0357
16,4,744,172,69,0.4012,48,0.2791,11,0.064,37,0.2151,7,0.0407
16,5,742,147,61,0.415,45,0.3061,7,0.0476,23,0.1565,11,0.0748
16,6,724,188,62,0.3298,60,0.3191,9,0.0479,48,0.2553,9,0.0479
16,7,708,166,53,0.3193,44,0.2651,7,0.0422,53,0.3193,9,0.0542
16,8,633,117,53,0.453,26,0.2222,8,0.0684,19,0.1624,11,0.094
16,9,781,210,101,0.481,54,0.2571,6,0.0286,36,0.1714,13,0.0619
16,10,715,185,84,0.4541,59,0.3189,6,0.0324,27,0.1459,9,0.0486
16,11,725,160,57,0.3563,31,0.1938,5,0.0313,63,0.3938,4,0.025
16,12,729,129,43,0.3333,39,0.3023,9,0.0698,26,0.2016,12,0.093
16,13,777,145,50,0.3448,15,0.1034,7,0.0483,71,0.4897,2,0.0138
16,14,688,153,62,0.4052,48,0.3137,5,0.0327,29,0.1895,9,0.0588
16,15,756,195,105,0.5385,50,0.2564,3,0.0154,27,0.1385,10,0.0513
16,16,688,191,78,0.4084,69,0.3613,7,0.0366,28,0.1466,9,0.0471
16,17,787,146,49,0.3356,33,0.226,0,0,54,0.3699,10,0.0685
16,18,751,195,84,0.4308,37,0.1897,7,0.0359,59,0.3026,8,0.041
16,19,729,167,72,0.4311,41,0.2455,2,0.012,43,0.2575,9,0.0539
16,20,692,155,65,0.4194,49,0.3161,7,0.0452,26,0.1677,8,0.0516
16,21,750,146,57,0.3904,52,0.3562,5,0.0342,26,0.1781,6,0.0411
16,22,773,145,55,0.3793,41,0.2828,6,0.0414,41,0.2828,2,0.0138
16,23,751,147,40,0.2721,15,0.102,7,0.0476,83,0.5646,2,0.0136
16,24,454,131,61,0.4656,28,0.2137,4,0.0305,24,0.1832,14,0.1069
16,25,760,222,106,0.4775,64,0.2883,4,0.018,34,0.1532,14,0.0631
16,26,688,178,71,0.3989,57,0.3202,6,0.0337,37,0.2079,7,0.0393
16,27,691,160,62,0.3875,53,0.3313,5,0.0313,28,0.175,12,0.075
16,28,738,211,84,0.3981,63,0.2986,3,0.0142,45,0.2133,16,0.0758
16,29,760,173,85,0.4913,40,0.2312,2,0.0116,37,0.2139,9,0.052
16,30,733,175,71,0.4057,60,0.3429,5,0.0286,30,0.1714,9,0.0514
16,31,724,226,83,0.3673,94,0.4159,3,0.0133,39,0.1726,7,0.031
16,32,758,153,33,0.2157,21,0.1373,4,0.0261,93,0.6078,2,0.0131
16,33,751,221,102,0.4615,65,0.2941,4,0.0181,42,0.19,8,0.0362
16,34,742,188,80,0.4255,64,0.3404,12,0.0638,24,0.1277,8,0.0426
16,35,796,143,44,0.3077,23,0.1608,2,0.014,65,0.4545,9,0.0629
16,36,599,155,69,0.4452,46,0.2968,8,0.0516,26,0.1677,6,0.0387
17,1,665,215,60,0.2791,34,0.1581,10,0.0465,102,0.4744,9,0.0419
17,2,802,200,88,0.44,45,0.225,4,0.02,43,0.215,20,0.1
17,3,827,216,86,0.3981,62,0.287,4,0.0185,47,0.2176,17,0.0787
17,4,840,272,130,0.4779,67,0.2463,5,0.0184,57,0.2096,13,0.0478
17,5,685,209,86,0.4115,55,0.2632,12,0.0574,51,0.244,5,0.0239
17,6,768,171,59,0.345,44,0.2573,8,0.0468,50,0.2924,10,0.0585
17,7,748,136,55,0.4044,23,0.1691,2,0.0147,48,0.3529,8,0.0588
17,8,808,202,69,0.3416,63,0.3119,6,0.0297,50,0.2475,14,0.0693
17,9,782,229,83,0.3624,72,0.3144,19,0.083,44,0.1921,11,0.048
17,10,784,248,102,0.4113,50,0.2016,13,0.0524,64,0.2581,19,0.0766
17,11,699,192,76,0.3958,55,0.2865,6,0.0313,41,0.2135,14,0.0729
17,12,858,203,76,0.3744,37,0.1823,4,0.0197,82,0.4039,4,0.0197
