Ward,Precinct,Registered,Votes,RAHM EMANUEL ,%,WILLIE WILSON ,%,ROBERT W. FIORETTI ,%,JESUS ''CHUY'' GARCIA ,%,"WILLIAM WALLS, III ",%
32,33,724,196,115,0.5867,5,0.0255,20,0.102,54,0.2755,2,0.0102
32,34,697,183,73,0.3989,8,0.0437,20,0.1093,82,0.4481,0,0
32,35,686,176,97,0.5511,0,0,14,0.0795,64,0.3636,1,0.0057
32,36,701,183,104,0.5683,6,0.0328,19,0.1038,53,0.2896,1,0.0055
32,37,701,157,57,0.3631,5,0.0318,20,0.1274,72,0.4586,3,0.0191
32,38,687,170,90,0.5294,1,0.0059,12,0.0706,66,0.3882,1,0.0059
32,39,761,173,116,0.6705,5,0.0289,8,0.0462,43,0.2486,1,0.0058
32,40,722,215,128,0.5953,1,0.0047,15,0.0698,70,0.3256,1,0.0047
32,41,736,193,111,0.5751,10,0.0518,6,0.0311,64,0.3316,2,0.0104
32,42,717,183,91,0.4973,4,0.0219,18,0.0984,68,0.3716,2,0.0109
32,43,626,215,77,0.3581,1,0.0047,12,0.0558,122,0.5674,3,0.014
33,1,815,269,86,0.3197,11,0.0409,18,0.0669,152,0.5651,2,0.0074
33,2,944,346,138,0.3988,17,0.0491,15,0.0434,168,0.4855,8,0.0231
33,3,866,307,94,0.3062,10,0.0326,17,0.0554,184,0.5993,2,0.0065
33,4,915,284,106,0.3732,4,0.0141,18,0.0634,155,0.5458,1,0.0035
33,5,738,216,102,0.4722,3,0.0139,21,0.0972,89,0.412,1,0.0046
33,6,765,240,101,0.4208,4,0.0167,16,0.0667,116,0.4833,3,0.0125
33,7,853,304,130,0.4276,13,0.0428,21,0.0691,133,0.4375,7,0.023
33,8,895,463,208,0.4492,12,0.0259,36,0.0778,203,0.4384,4,0.0086
33,9,800,296,141,0.4764,6,0.0203,15,0.0507,131,0.4426,3,0.0101
33,10,748,315,168,0.5333,18,0.0571,18,0.0571,106,0.3365,5,0.0159
33,11,778,278,103,0.3705,5,0.018,17,0.0612,151,0.5432,2,0.0072
33,12,842,291,119,0.4089,2,0.0069,18,0.0619,148,0.5086,4,0.0137
33,13,703,249,75,0.3012,5,0.0201,19,0.0763,143,0.5743,7,0.0281
33,14,479,116,37,0.319,3,0.0259,8,0.069,68,0.5862,0,0
33,15,853,333,124,0.3724,11,0.033,25,0.0751,172,0.5165,1,0.003
33,16,1073,413,183,0.4431,19,0.046,22,0.0533,184,0.4455,5,0.0121
33,17,847,318,124,0.3899,11,0.0346,21,0.066,157,0.4937,5,0.0157
33,18,1014,307,93,0.3029,8,0.0261,17,0.0554,184,0.5993,5,0.0163
33,19,859,244,94,0.3852,10,0.041,16,0.0656,117,0.4795,7,0.0287
33,20,840,318,125,0.3931,13,0.0409,25,0.0786,153,0.4811,2,0.0063
33,21,828,291,119,0.4089,8,0.0275,15,0.0515,145,0.4983,4,0.0137
33,22,763,355,180,0.507,6,0.0169,14,0.0394,154,0.4338,1,0.0028
33,23,760,316,118,0.3734,14,0.0443,22,0.0696,154,0.4873,8,0.0253
33,24,897,490,222,0.4531,15,0.0306,43,0.0878,207,0.4224,3,0.0061
33,25,957,334,131,0.3922,19,0.0569,17,0.0509,160,0.479,7,0.021
33,26,611,198,54,0.2727,5,0.0253,12,0.0606,124,0.6263,3,0.0152
33,27,785,221,83,0.3756,10,0.0452,13,0.0588,113,0.5113,2,0.009
33,28,681,213,74,0.3474,10,0.0469,13,0.061,113,0.5305,3,0.0141
34,1,732,304,145,0.477,53,0.1743,10,0.0329,81,0.2664,15,0.0493
34,2,673,243,114,0.4691,60,0.2469,2,0.0082,51,0.2099,16,0.0658
34,3,804,255,130,0.5098,48,0.1882,9,0.0353,53,0.2078,15,0.0588
34,4,695,205,89,0.4341,48,0.2341,3,0.0146,53,0.2585,12,0.0585
34,5,701,229,108,0.4716,39,0.1703,12,0.0524,58,0.2533,12,0.0524
34,6,763,311,136,0.4373,81,0.2605,12,0.0386,57,0.1833,25,0.0804
34,7,725,296,154,0.5203,61,0.2061,7,0.0236,55,0.1858,19,0.0642
34,8,696,185,67,0.3622,51,0.2757,9,0.0486,45,0.2432,13,0.0703
34,9,794,196,83,0.4235,70,0.3571,7,0.0357,32,0.1633,4,0.0204
34,10,709,257,121,0.4708,65,0.2529,9,0.035,56,0.2179,6,0.0233
34,11,806,198,90,0.4545,50,0.2525,5,0.0253,37,0.1869,16,0.0808
34,12,769,286,128,0.4476,57,0.1993,7,0.0245,76,0.2657,18,0.0629
34,13,738,271,100,0.369,90,0.3321,8,0.0295,56,0.2066,17,0.0627
34,14,716,189,82,0.4339,56,0.2963,11,0.0582,25,0.1323,15,0.0794
34,15,784,175,78,0.4457,49,0.28,6,0.0343,29,0.1657,13,0.0743
34,16,779,196,80,0.4082,63,0.3214,6,0.0306,40,0.2041,7,0.0357
34,17,873,307,148,0.4821,62,0.202,9,0.0293,69,0.2248,19,0.0619
34,18,795,190,86,0.4526,55,0.2895,4,0.0211,35,0.1842,10,0.0526
34,19,855,238,104,0.437,63,0.2647,10,0.042,43,0.1807,18,0.0756
34,20,764,326,168,0.5153,70,0.2147,11,0.0337,64,0.1963,13,0.0399
34,21,778,345,155,0.4493,82,0.2377,18,0.0522,74,0.2145,16,0.0464
34,22,675,265,135,0.5094,50,0.1887,6,0.0226,54,0.2038,20,0.0755
34,23,656,213,101,0.4742,57,0.2676,6,0.0282,43,0.2019,6,0.0282
34,24,727,213,92,0.4319,50,0.2347,7,0.0329,50,0.2347,14,0.0657
34,25,753,296,133,0.4493,78,0.2635,4,0.0135,62,0.2095,19,0.0642
34,26,819,275,130,0.4727,71,0.2582,9,0.0327,52,0.1891,13,0.0473
34,27,730,217,88,0.4055,69,0.318,6,0.0276,36,0.1659,18,0.0829
34,28,668,159,80,0.5031,49,0.3082,7,0.044,17,0.1069,6,0.0377
34,29,660,199,74,0.3719,65,0.3266,4,0.0201,39,0.196,17,0.0854
34,30,600,285,127,0.4456,68,0.2386,11,0.0386,59,0.207,20,0.0702
34,31,793,179,87,0.486,55,0.3073,4,0.0223,22,0.1229,11,0.0615
34,32,758,235,119,0.5064,63,0.2681,6,0.0255,36,0.1532,11,0.0468
34,33,745,206,91,0.4417,69,0.335,8,0.0388,29,0.1408,9,0.0437
34,34,724,271,121,0.4465,57,0.2103,7,0.0258,64,0.2362,22,0.0812
34,35,818,259,110,0.4247,64,0.2471,8,0.0309,56,0.2162,21,0.0811
34,36,649,255,92,0.3608,75,0.2941,11,0.0431,67,0.2627,10,0.0392
34,37,683,153,66,0.4314,46,0.3007,3,0.0196,30,0.1961,8,0.0523
34,38,709,146,69,0.4726,49,0.3356,6,0.0411,20,0.137,2,0.0137
34,39,763,187,78,0.4171,50,0.2674,7,0.0374,31,0.1658,21,0.1123
34,40,800,261,113,0.433,68,0.2605,10,0.0383,58,0.2222,12,0.046
34,41,628,179,85,0.4749,42,0.2346,10,0.0559,28,0.1564,14,0.0782
34,42,650,275,122,0.4436,60,0.2182,6,0.0218,69,0.2509,18,0.0655
34,43,597,251,116,0.4622,53,0.2112,12,0.0478,53,0.2112,17,0.0677
34,44,700,260,132,0.5077,62,0.2385,7,0.0269,46,0.1769,13,0.05
34,45,760,268,155,0.5784,39,0.1455,8,0.0299,48,0.1791,18,0.0672
34,46,465,178,89,0.5,36,0.2022,9,0.0506,39,0.2191,5,0.0281
34,47,777,222,113,0.509,59,0.2658,1,0.0045,35,0.1577,14,0.0631
34,48,718,300,120,0.4,76,0.2533,5,0.0167,76,0.2533,23,0.0767
34,49,914,313,120,0.3834,73,0.2332,17,0.0543,81,0.2588,22,0.0703
34,50,728,210,85,0.4048,71,0.3381,8,0.0381,34,0.1619,12,0.0571
34,51,693,305,140,0.459,60,0.1967,13,0.0426,79,0.259,13,0.0426
34,52,494,219,108,0.4932,33,0.1507,9,0.0411,58,0.2648,11,0.0502
34,53,669,130,65,0.5,37,0.2846,3,0.0231,21,0.1615,4,0.0308
35,1,723,241,76,0.3154,4,0.0166,15,0.0622,145,0.6017,1,0.0041
35,2,669,292,88,0.3014,2,0.0068,16,0.0548,183,0.6267,3,0.0103
35,3,693,191,47,0.2461,9,0.0471,8,0.0419,123,0.644,4,0.0209
35,4,678,255,102,0.4,4,0.0157,15,0.0588,133,0.5216,1,0.0039
35,5,654,186,56,0.3011,13,0.0699,10,0.0538,105,0.5645,2,0.0108
35,6,702,184,63,0.3424,6,0.0326,11,0.0598,102,0.5543,2,0.0109
35,7,617,214,48,0.2243,7,0.0327,11,0.0514,147,0.6869,1,0.0047
35,8,661,182,42,0.2308,7,0.0385,7,0.0385,125,0.6868,1,0.0055
35,9,727,251,88,0.3506,16,0.0637,11,0.0438,133,0.5299,3,0.012
35,10,745,278,73,0.2626,5,0.018,17,0.0612,181,0.6511,2,0.0072
35,11,783,237,80,0.3376,8,0.0338,14,0.0591,133,0.5612,2,0.0084
35,12,687,132,24,0.1818,3,0.0227,4,0.0303,100,0.7576,1,0.0076
35,13,695,142,50,0.3521,6,0.0423,2,0.0141,83,0.5845,1,0.007
35,14,699,168,50,0.2976,4,0.0238,5,0.0298,108,0.6429,1,0.006
35,15,815,257,61,0.2374,3,0.0117,16,0.0623,175,0.6809,2,0.0078
35,16,678,131,35,0.2672,6,0.0458,2,0.0153,86,0.6565,2,0.0153
35,17,680,205,83,0.4049,11,0.0537,4,0.0195,104,0.5073,3,0.0146
35,18,676,198,79,0.399,0,0,2,0.0101,115,0.5808,2,0.0101
35,19,675,137,36,0.2628,3,0.0219,6,0.0438,91,0.6642,1,0.0073
35,20,673,151,60,0.3974,5,0.0331,8,0.053,76,0.5033,2,0.0132
35,21,730,186,68,0.3656,5,0.0269,9,0.0484,104,0.5591,0,0
35,22,777,223,99,0.4439,3,0.0135,16,0.0717,105,0.4709,0,0
35,23,719,222,86,0.3874,6,0.027,16,0.0721,111,0.5,3,0.0135
35,24,655,186,68,0.3656,4,0.0215,16,0.086,97,0.5215,1,0.0054
35,25,675,221,82,0.371,5,0.0226,11,0.0498,122,0.552,1,0.0045
35,26,686,184,70,0.3804,6,0.0326,20,0.1087,86,0.4674,2,0.0109
35,27,675,194,74,0.3814,8,0.0412,11,0.0567,99,0.5103,2,0.0103
35,28,731,205,73,0.3561,3,0.0146,8,0.039,117,0.5707,4,0.0195
35,29,779,178,71,0.3989,11,0.0618,8,0.0449,88,0.4944,0,0
35,30,780,202,88,0.4356,9,0.0446,14,0.0693,84,0.4158,7,0.0347
35,31,709,241,90,0.3734,6,0.0249,23,0.0954,119,0.4938,3,0.0124
36,1,720,221,88,0.3982,6,0.0271,20,0.0905,103,0.4661,4,0.0181
36,2,696,179,56,0.3128,9,0.0503,8,0.0447,102,0.5698,4,0.0223
36,3,605,205,82,0.4,14,0.0683,19,0.0927,88,0.4293,2,0.0098
36,4,774,201,71,0.3532,16,0.0796,7,0.0348,107,0.5323,0,0
36,5,759,210,86,0.4095,26,0.1238,12,0.0571,85,0.4048,1,0.0048
36,6,697,170,62,0.3647,14,0.0824,3,0.0176,91,0.5353,0,0
36,7,731,326,157,0.4816,12,0.0368,58,0.1779,97,0.2975,2,0.0061
36,8,634,146,39,0.2671,10,0.0685,10,0.0685,87,0.5959,0,0
36,9,743,153,43,0.281,8,0.0523,7,0.0458,93,0.6078,2,0.0131
36,10,794,213,76,0.3568,14,0.0657,14,0.0657,105,0.493,4,0.0188
36,11,621,133,55,0.4135,1,0.0075,8,0.0602,69,0.5188,0,0
36,12,668,126,45,0.3571,4,0.0317,5,0.0397,72,0.5714,0,0
36,13,594,138,36,0.2609,9,0.0652,3,0.0217,90,0.6522,0,0
36,14,732,242,96,0.3967,7,0.0289,35,0.1446,103,0.4256,1,0.0041
36,15,729,268,107,0.3993,9,0.0336,42,0.1567,109,0.4067,1,0.0037
36,16,709,237,106,0.4473,13,0.0549,25,0.1055,91,0.384,2,0.0084
36,17,740,258,119,0.4612,6,0.0233,23,0.0891,110,0.4264,0,0
36,18,697,236,116,0.4915,7,0.0297,21,0.089,87,0.3686,5,0.0212
36,19,802,224,68,0.3036,11,0.0491,27,0.1205,114,0.5089,4,0.0179
36,20,713,232,89,0.3836,6,0.0259,31,0.1336,103,0.444,3,0.0129
36,21,719,158,62,0.3924,7,0.0443,10,0.0633,76,0.481,3,0.019
36,22,689,118,28,0.2373,3,0.0254,10,0.0847,76,0.6441,1,0.0085
36,23,677,160,63,0.3938,14,0.0875,6,0.0375,77,0.4813,0,0
36,24,749,219,88,0.4018,3,0.0137,39,0.1781,88,0.4018,1,0.0046
36,25,731,158,46,0.2911,7,0.0443,5,0.0316,100,0.6329,0,0
36,26,691,198,87,0.4394,14,0.0707,35,0.1768,58,0.2929,4,0.0202
36,27,627,196,94,0.4796,7,0.0357,25,0.1276,65,0.3316,5,0.0255
36,28,707,222,83,0.3739,9,0.0405,33,0.1486,96,0.4324,1,0.0045
36,29,813,277,128,0.4621,12,0.0433,45,0.1625,91,0.3285,1,0.0036
36,30,732,231,104,0.4502,3,0.013,25,0.1082,98,0.4242,1,0.0043
37,1,707,189,98,0.5185,49,0.2593,4,0.0212,30,0.1587,8,0.0423
37,2,640,127,45,0.3543,34,0.2677,4,0.0315,39,0.3071,5,0.0394
37,3,712,148,60,0.4054,46,0.3108,5,0.0338,27,0.1824,10,0.0676
37,4,693,189,70,0.3704,53,0.2804,13,0.0688,47,0.2487,6,0.0317
37,5,803,251,113,0.4502,68,0.2709,7,0.0279,51,0.2032,12,0.0478
37,6,804,238,91,0.3824,68,0.2857,10,0.042,47,0.1975,22,0.0924
37,7,668,160,60,0.375,34,0.2125,12,0.075,42,0.2625,12,0.075
37,8,699,131,60,0.458,35,0.2672,6,0.0458,30,0.229,0,0
37,9,852,209,87,0.4163,66,0.3158,12,0.0574,34,0.1627,10,0.0478
37,10,803,247,98,0.3968,52,0.2105,9,0.0364,74,0.2996,14,0.0567
37,11,747,155,63,0.4065,41,0.2645,10,0.0645,32,0.2065,9,0.0581
